Call number,Customer ID,Duration,Representative,Date of Call,Amount,Rating
Call_7735,C0005,25.0,,2023-05-12,27.0,3.2
Call_7736,C0013,91.0,,2023-05-12,76.0,4.9
Call_7737,C0011,144.0,,2023-05-12,62.0,4.8
Call_7738,C0013,81.0,,2023-05-14,100.0,1.3
Call_7739,C0001,92.0,,2023-05-14,44.0,3.1
Call_7740,C0005,115.0,,2023-05-14,168.0,3.4
Call_7741,C0007,56.0,,2023-05-15,200.0,4.6
Call_7742,C0004,154.0,,2023-05-15,84.0,4.3
Call_7743,C0008,51.0,,2023-05-16,117.0,2.7
Call_7744,C0006,21.0,,2023-05-16,63.0,4.2
Call_7745,C0005,80.0,,2023-05-17,145.0,4.9
Call_7746,C0008,139.0,,2023-05-17,220.0,3.2
Call_7747,C0002,50.0,,2023-05-17,26.0,4.7
Call_7748,C0005,88.0,,2023-05-17,78.0,4.3
Call_7749,C0010,19.0,,2023-05-18,132.0,4.3
Call_7750,C0009,104.0,,2023-05-19,68.0,3.7
Call_7751,C0004,67.0,,2023-05-21,129.0,4.7
Call_7752,C0012,107.0,,2023-05-21,115.0,4.9
Call_7753,C0012,93.0,,2023-05-21,128.0,3.9
Call_7754,C0012,117.0,,2023-05-21,90.0,4.5
Call_7755,C0002,76.0,,2023-05-22,39.0,4.6
Call_7756,C0010,64.0,,2023-05-22,132.0,3.3
Call_7757,C0011,33.0,,2023-05-22,170.0,3.8
Call_7758,C0012,115.0,,2023-05-22,42.0,4.7
Call_7759,C0014,155.0,,2023-05-23,37.0,4.0
Call_7760,C0004,117.0,,2023-05-23,88.0,4.7
Call_7761,C0008,63.0,,2023-05-23,80.0,2.5
Call_7762,C0010,59.0,,2023-05-24,123.0,3.6
Call_7763,C0006,133.0,,2023-05-24,31.0,3.7
Call_7764,C0001,101.0,,2023-05-24,205.0,3.9
Call_7765,C0013,151.0,,2023-05-25,123.0,3.7
Call_7766,C0011,146.0,,2023-05-25,123.0,4.3
Call_7767,C0008,148.0,,2023-05-25,36.0,2.9
Call_7768,C0013,81.0,,2023-05-25,116.0,4.3
Call_7769,C0009,115.0,,2023-05-25,40.0,4.9
Call_7770,C0009,117.0,,2023-05-25,40.0,4.0
Call_7771,C0001,110.0,,2023-05-26,82.0,4.0
Call_7772,C0002,103.0,,2023-05-26,62.0,3.4
Call_7773,C0014,45.0,,2023-05-26,135.0,3.9
Call_7774,C0001,110.0,,2023-05-26,155.0,2.1
Call_7775,C0010,43.0,,2023-05-26,37.0,4.9
Call_7776,C0001,104.0,,2023-05-27,56.0,3.4
Call_7777,C0001,101.0,,2023-05-27,185.0,5.0
Call_7778,C0003,55.0,,2023-05-28,145.0,4.5
Call_7779,C0013,40.0,,2023-05-28,116.0,2.6
Call_7780,C0010,122.0,,2023-05-28,45.0,4.2
Call_7781,C0011,98.0,,2023-05-29,35.0,4.5
Call_7782,C0009,110.0,,2023-05-29,100.0,4.4
Call_7783,C0009,62.0,,2023-05-30,125.0,3.5
Call_7784,C0010,134.0,,2023-05-30,120.0,3.0
Call_7785,C0015,94.0,,2023-05-30,180.0,4.7
Call_7786,C0007,63.0,,2023-05-30,44.0,3.0
Call_7787,C0006,95.0,,2023-05-30,86.0,3.6
Call_7788,C0010,106.0,,2023-05-31,120.0,4.1
Call_7789,C0014,94.0,,2023-05-31,100.0,3.7
Call_7790,C0014,51.0,,2023-06-01,108.0,4.5
Call_7791,C0008,39.0,,2023-06-01,46.0,4.6
Call_7792,C0013,111.0,,2023-06-01,210.0,4.3
Call_7793,C0012,141.0,,2023-06-03,54.0,4.8
Call_7794,C0007,147.0,,2023-06-03,115.0,4.7
Call_7795,C0015,49.0,,2023-06-04,100.0,2.2
Call_7796,C0005,75.0,,2023-06-04,38.0,4.4
Call_7797,C0012,48.0,,2023-06-05,120.0,4.1
Call_7798,C0009,48.0,,2023-06-05,120.0,4.1
Call_7799,C0004,138.0,,2023-06-05,29.0,4.4
Call_7800,C0006,144.0,,2023-06-06,25.0,3.7
Call_7801,C0001,119.0,,2023-06-07,116.0,3.8
Call_7802,C0004,101.0,,2023-06-08,132.0,4.3
Call_7803,C0006,59.0,,2023-06-09,90.0,3.5
Call_7804,C0013,125.0,,2023-06-09,87.0,4.1
Call_7805,C0010,147.0,,2023-06-09,140.0,4.2
Call_7806,C0002,76.0,,2023-06-09,164.0,4.5
Call_7807,C0007,99.0,,2023-06-10,180.0,3.8
Call_7808,C0008,111.0,,2023-06-11,22.0,4.1
Call_7809,C0011,147.0,,2023-06-11,82.0,4.4
Call_7810,C0003,141.0,,2023-06-11,100.0,4.6
Call_7811,C0002,71.0,,2023-06-12,52.0,3.4
Call_7812,C0002,121.0,,2023-06-13,84.0,4.6
Call_7813,C0002,60.0,,2023-06-13,37.0,3.9
Call_7814,C0015,158.0,,2023-06-14,190.0,4.0
Call_7815,C0010,159.0,,2023-06-14,66.0,3.4
Call_7816,C0004,70.0,,2023-06-15,116.0,3.2
Call_7817,C0012,78.0,,2023-06-15,28.0,3.9
Call_7818,C0011,103.0,,2023-06-15,120.0,5.0
Call_7819,C0005,108.0,,2023-06-15,56.0,3.5
Call_7820,C0005,44.0,,2023-06-15,170.0,3.8
Call_7821,C0012,127.0,,2023-06-16,200.0,4.8
Call_7822,C0011,132.0,,2023-06-17,50.0,4.2
Call_7823,C0003,106.0,,2023-06-17,112.0,3.7
Call_7824,C0008,107.0,,2023-06-18,39.0,4.8
Call_7825,C0010,85.0,,2023-06-18,38.0,4.8
Call_7826,C0007,49.0,,2023-06-19,84.0,2.9
Call_7827,C0002,117.0,,2023-06-20,82.0,3.5
Call_7828,C0008,136.0,,2023-06-20,37.0,0.9
Call_7829,C0005,130.0,,2023-06-21,87.0,3.4
Call_7830,C0005,73.0,,2023-06-21,75.0,2.7
Call_7831,C0007,80.0,,2023-06-21,32.0,4.7
Call_7832,C0001,44.0,,2023-06-21,33.0,3.0
Call_7833,C0001,102.0,,2023-06-21,76.0,4.2
Call_7834,C0015,74.0,,2023-06-21,117.0,4.8
Call_7835,C0007,52.0,,2023-06-23,70.0,4.1
Call_7836,C0007,74.0,,2023-06-23,37.0,2.7
Call_7837,C0005,96.0,,2023-06-23,46.0,2.9
Call_7838,C0013,104.0,,2023-06-23,136.0,5.0
Call_7839,C0005,123.0,,2023-06-24,44.0,4.6
Call_7840,C0009,100.0,,2023-06-24,69.0,3.0
Call_7841,C0013,35.0,,2023-06-25,86.0,4.6
Call_7842,C0007,123.0,,2023-06-25,68.0,4.5
Call_7843,C0002,133.0,,2023-06-26,21.0,3.7
Call_7844,C0005,126.0,,2023-06-26,190.0,2.4
Call_7845,C0007,39.0,,2023-06-26,176.0,4.3
Call_7846,C0015,31.0,,2023-06-26,172.0,3.9
Call_7847,C0011,25.0,,2023-06-26,84.0,4.5
Call_7848,C0004,132.0,,2023-06-27,42.0,5.0
Call_7849,C0013,63.0,,2023-06-27,70.0,1.6
Call_7850,C0009,135.0,,2023-06-27,60.0,4.3
Call_7851,C0010,101.0,,2023-06-27,84.0,3.5
Call_7852,C0002,80.0,,2023-06-28,68.0,3.1
Call_7853,C0001,28.0,,2023-06-28,44.0,2.9
Call_7854,C0010,102.0,,2023-06-29,99.0,3.2
Call_7855,C0013,60.0,,2023-06-30,66.0,3.2
Call_7856,C0014,103.0,,2023-06-30,102.0,4.5
Call_7857,C0002,90.0,,2023-07-01,129.0,3.9
Call_7858,C0012,88.0,,2023-07-01,80.0,4.2
Call_7859,C0014,37.0,,2023-07-01,54.0,1.8
Call_7860,C0001,142.0,,2023-07-01,116.0,4.2
Call_7861,C0001,153.0,,2023-07-01,102.0,3.1
Call_7862,C0006,128.0,,2023-07-01,140.0,4.3
Call_7863,C0013,110.0,,2023-07-02,104.0,4.4
Call_7864,C0006,139.0,,2023-07-02,81.0,4.4
Call_7865,C0010,109.0,,2023-07-04,140.0,2.4
Call_7866,C0004,57.0,,2023-07-05,120.0,3.5
Call_7867,C0010,68.0,,2023-07-05,41.0,3.1
Call_7868,C0011,128.0,,2023-07-05,116.0,2.3
Call_7869,C0003,102.0,,2023-07-06,70.0,2.8
Call_7870,C0006,52.0,,2023-07-06,42.0,4.5
Call_7871,C0011,55.0,,2023-07-07,112.0,4.5
Call_7872,C0014,107.0,,2023-07-07,20.0,4.5
Call_7873,C0002,88.0,,2023-07-08,110.0,4.8
Call_7874,C0007,49.0,,2023-07-08,39.0,4.6
Call_7875,C0002,72.0,,2023-07-08,76.0,4.5
Call_7876,C0004,50.0,,2023-07-08,40.0,5.0
Call_7877,C0002,52.0,,2023-07-08,42.0,4.8
Call_7878,C0005,85.0,,2023-07-09,215.0,3.5
Call_7879,C0009,98.0,,2023-07-10,130.0,3.4
Call_7880,C0015,52.0,,2023-07-10,190.0,3.3
Call_7881,C0011,154.0,,2023-07-10,164.0,4.9
Call_7882,C0008,131.0,,2023-07-11,76.0,4.5
Call_7883,C0005,73.0,,2023-07-12,87.0,4.8
Call_7884,C0013,45.0,,2023-07-12,84.0,4.8
Call_7885,C0006,114.0,,2023-07-12,114.0,3.9
Call_7886,C0009,69.0,,2023-07-13,56.0,3.9
Call_7887,C0008,33.0,,2023-07-13,27.0,3.7
Call_7888,C0004,31.0,,2023-07-14,84.0,4.8
Call_7889,C0013,168.0,,2023-07-14,72.0,3.5
Call_7890,C0005,111.0,,2023-07-15,126.0,4.2
Call_7891,C0004,80.0,,2023-07-16,88.0,4.9
Call_7892,C0003,37.0,,2023-07-16,124.0,4.6
Call_7893,C0001,137.0,,2023-07-17,84.0,2.6
Call_7894,C0009,123.0,,2023-07-17,80.0,2.7
Call_7895,C0012,105.0,,2023-07-18,176.0,4.7
Call_7896,C0003,76.0,,2023-07-19,84.0,3.9
Call_7897,C0004,144.0,,2023-07-19,164.0,2.8
Call_7898,C0008,109.0,,2023-07-19,132.0,3.1
Call_7899,C0009,172.0,,2023-07-20,27.0,4.2
Call_7900,C0004,56.0,,2023-07-20,27.0,4.3
Call_7901,C0004,121.0,,2023-07-20,20.0,2.7
Call_7902,C0009,41.0,,2023-07-21,112.0,2.3
Call_7903,C0014,60.0,,2023-07-21,60.0,2.3
Call_7904,C0014,144.0,,2023-07-22,102.0,2.9
Call_7905,C0011,67.0,,2023-07-22,38.0,4.2
Call_7906,C0009,162.0,,2023-07-22,82.0,4.6
Call_7907,C0014,87.0,,2023-07-25,125.0,4.5
Call_7908,C0015,10.0,,2023-07-26,72.0,3.7
Call_7909,C0004,138.0,,2023-07-26,195.0,4.1
Call_7910,C0009,31.0,,2023-07-27,160.0,3.4
Call_7911,C0012,75.0,,2023-07-27,78.0,3.3
Call_7912,C0003,65.0,,2023-07-28,70.0,4.4
Call_7913,C0005,106.0,,2023-07-28,105.0,4.2
Call_7914,C0003,107.0,,2023-07-29,78.0,3.4
Call_7915,C0001,78.0,,2023-07-31,205.0,4.4
Call_7916,C0002,122.0,,2023-07-31,78.0,2.7
Call_7917,C0004,58.0,,2023-07-31,38.0,4.5
Call_7918,C0001,33.0,,2023-07-31,92.0,1.7
Call_7919,C0008,164.0,,2023-07-31,36.0,4.7
Call_7920,C0012,163.0,,2023-07-31,76.0,4.4
Call_7921,C0007,71.0,,2023-08-02,170.0,3.5
Call_7922,C0001,103.0,,2023-08-03,117.0,4.7
Call_7923,C0006,69.0,,2023-08-03,20.0,4.3
Call_7924,C0012,111.0,,2023-08-03,99.0,4.1
Call_7925,C0010,97.0,,2023-08-04,105.0,2.9
Call_7926,C0013,144.0,,2023-08-04,195.0,3.4
Call_7927,C0005,56.0,,2023-08-05,152.0,4.6
Call_7928,C0013,132.0,,2023-08-06,195.0,4.9
Call_7929,C0007,72.0,,2023-08-06,70.0,3.6
Call_7930,C0012,18.0,,2023-08-06,22.0,3.5
Call_7931,C0011,115.0,,2023-08-07,40.0,3.3
Call_7932,C0011,124.0,,2023-08-08,54.0,3.8
Call_7933,C0004,130.0,,2023-08-08,60.0,2.5
Call_7934,C0015,120.0,,2023-08-10,58.0,4.6
Call_7935,C0010,75.0,,2023-08-10,220.0,4.7
Call_7936,C0003,63.0,,2023-08-10,27.0,3.6
Call_7937,C0013,74.0,,2023-08-12,26.0,4.3
Call_7938,C0006,134.0,,2023-08-13,160.0,4.7
Call_7939,C0012,103.0,,2023-08-13,200.0,4.9
Call_7940,C0012,155.0,,2023-08-16,135.0,4.9
Call_7941,C0003,128.0,,2023-08-17,22.0,1.9
Call_7942,C0010,89.0,,2023-08-18,164.0,4.5
Call_7943,C0011,81.0,,2023-08-18,21.0,4.9
Call_7944,C0010,66.0,,2023-08-19,120.0,4.5
Call_7945,C0007,61.0,,2023-08-19,93.0,2.7
Call_7946,C0011,128.0,,2023-08-19,135.0,2.1
Call_7947,C0012,30.0,,2023-08-19,210.0,4.2
Call_7948,C0008,63.0,,2023-08-20,29.0,4.7
Call_7949,C0002,64.0,,2023-08-20,111.0,3.9
Call_7950,C0014,151.0,,2023-08-21,63.0,4.1
Call_7951,C0001,116.0,,2023-08-21,44.0,3.8
Call_7952,C0014,111.0,,2023-08-23,120.0,1.8
Call_7953,C0011,15.0,,2023-08-23,120.0,4.1
Call_7954,C0002,18.0,,2023-08-24,40.0,4.4
Call_7955,C0007,146.0,,2023-08-24,160.0,4.1
Call_7956,C0012,73.0,,2023-08-25,44.0,3.8
Call_7957,C0014,108.0,,2023-08-25,80.0,4.3
Call_7958,C0006,52.0,,2023-08-26,66.0,4.5
Call_7959,C0001,165.0,,2023-08-26,82.0,3.4
Call_7960,C0007,104.0,,2023-08-26,66.0,4.8
Call_7961,C0012,131.0,,2023-08-26,92.0,4.9
Call_7962,C0015,80.0,,2023-08-27,104.0,4.7
Call_7963,C0011,49.0,,2023-08-27,105.0,3.3
Call_7964,C0001,73.0,,2023-08-27,100.0,2.8
Call_7965,C0007,117.0,,2023-08-27,90.0,4.1
Call_7966,C0005,38.0,,2023-08-27,110.0,3.5
Call_7967,C0006,109.0,,2023-08-29,68.0,2.3
Call_7968,C0011,70.0,,2023-08-30,210.0,4.1
Call_7969,C0004,51.0,,2023-08-30,111.0,4.3
Call_7970,C0004,100.0,,2023-08-31,45.0,4.9
Call_7971,C0013,124.0,,2023-09-01,132.0,4.0
Call_7972,C0003,143.0,,2023-09-01,20.0,4.7
Call_7973,C0010,96.0,,2023-09-01,36.0,3.4
Call_7974,C0001,84.0,,2023-09-03,72.0,4.0
Call_7975,C0009,111.0,,2023-09-03,63.0,4.5
Call_7976,C0009,103.0,,2023-09-04,44.0,4.5
Call_7977,C0003,61.0,,2023-09-04,132.0,4.9
Call_7978,C0012,113.0,,2023-09-04,46.0,4.4
Call_7979,C0012,96.0,,2023-09-04,96.0,2.9
Call_7980,C0002,131.0,,2023-09-05,75.0,4.4
Call_7981,C0007,52.0,,2023-09-06,88.0,4.3
Call_7982,C0004,100.0,,2023-09-06,24.0,4.7
Call_7983,C0014,58.0,,2023-09-06,96.0,3.2
Call_7984,C0011,144.0,,2023-09-07,124.0,2.3
Call_7985,C0014,53.0,,2023-09-08,130.0,3.6
Call_7986,C0012,97.0,,2023-09-08,45.0,4.6
Call_7987,C0005,64.0,,2023-09-08,66.0,4.0
Call_7988,C0003,106.0,,2023-09-08,58.0,4.7
Call_7989,C0001,36.0,,2023-09-09,152.0,4.3
Call_7990,C0011,74.0,,2023-09-09,75.0,2.8
Call_7991,C0006,143.0,,2023-09-09,78.0,4.0
Call_7992,C0003,94.0,,2023-09-09,69.0,3.9
Call_7993,C0015,124.0,,2023-09-10,46.0,3.1
Call_7994,C0001,156.0,,2023-09-10,64.0,2.7
Call_7995,C0010,107.0,,2023-09-10,38.0,4.7
Call_7996,C0003,58.0,,2023-09-12,90.0,4.3
Call_7997,C0013,66.0,,2023-09-12,32.0,3.8
Call_7998,C0002,75.0,,2023-09-12,120.0,4.4
Call_7999,C0010,8.0,,2023-09-12,31.0,3.9
Call_8000,C0005,76.0,,2023-09-13,108.0,4.9
Call_8001,C0003,110.0,,2023-09-13,180.0,4.2
Call_8002,C0013,50.0,,2023-09-14,124.0,4.0
Call_8003,C0007,78.0,,2023-09-14,23.0,4.2
Call_8004,C0012,59.0,,2023-09-15,24.0,4.8
Call_8005,C0007,126.0,,2023-09-16,52.0,1.1
Call_8006,C0005,43.0,,2023-09-17,168.0,4.0
Call_8007,C0001,79.0,,2023-09-19,125.0,4.8
Call_8008,C0003,71.0,,2023-09-20,50.0,4.2
Call_8009,C0009,94.0,,2023-09-21,220.0,4.6
Call_8010,C0010,108.0,,2023-09-21,180.0,4.0
Call_8011,C0005,76.0,,2023-09-21,110.0,3.9
Call_8012,C0012,136.0,,2023-09-21,36.0,2.8
Call_8013,C0004,129.0,,2023-09-22,93.0,4.7
Call_8014,C0010,120.0,,2023-09-22,38.0,4.2
Call_8015,C0005,108.0,,2023-09-23,66.0,3.9
Call_8016,C0007,79.0,,2023-09-23,215.0,4.6
Call_8017,C0007,45.0,,2023-09-23,92.0,4.3
Call_8018,C0011,96.0,,2023-09-23,80.0,3.6
Call_8019,C0011,81.0,,2023-09-24,123.0,4.9
Call_8020,C0012,95.0,,2023-09-24,23.0,2.4
Call_8021,C0015,159.0,,2023-09-24,63.0,4.2
Call_8022,C0008,109.0,,2023-09-24,52.0,3.9
Call_8023,C0007,107.0,,2023-09-24,60.0,4.2
Call_8024,C0011,67.0,,2023-09-25,87.0,3.9
Call_8025,C0002,96.0,,2023-09-26,42.0,4.5
Call_8026,C0006,142.0,,2023-09-27,37.0,3.8
Call_8027,C0006,71.0,,2023-09-27,135.0,3.9
Call_8028,C0002,152.0,,2023-09-27,88.0,4.7
Call_8029,C0001,108.0,,2023-09-27,190.0,3.2
Call_8030,C0001,156.0,,2023-09-27,81.0,5.0
Call_8031,C0006,126.0,,2023-09-27,44.0,3.7
Call_8032,C0005,135.0,,2023-09-28,92.0,3.9
Call_8033,C0006,110.0,,2023-09-29,90.0,3.1
Call_8034,C0015,64.0,,2023-09-29,112.0,2.0
Call_8035,C0009,127.0,,2023-09-29,112.0,4.6
Call_8036,C0008,124.0,,2023-09-29,48.0,3.7
Call_8037,C0015,125.0,,2023-09-29,116.0,4.4
Call_8038,C0004,70.0,,2023-09-29,29.0,2.1
Call_8039,C0009,93.0,,2023-09-30,170.0,2.2
Call_8040,C0004,120.0,,2023-09-30,68.0,3.4
Call_8041,C0011,96.0,,2023-09-30,195.0,2.7
Call_8042,C0014,67.0,,2023-09-30,96.0,3.7
Call_8043,C0015,119.0,,2023-09-30,96.0,3.1
Call_8044,C0008,61.0,,2023-09-30,117.0,4.1
Call_8045,C0011,29.0,,2023-09-30,80.0,4.8
Call_8046,C0002,134.0,,2023-09-30,117.0,4.0
Call_8047,C0006,113.0,,2023-10-01,40.0,3.0
Call_8048,C0001,12.0,,2023-10-01,117.0,4.8
Call_8049,C0013,78.0,,2023-10-01,135.0,4.1
Call_8050,C0015,82.0,,2023-10-01,99.0,4.2
Call_8051,C0010,149.0,,2023-10-01,130.0,3.3
Call_8052,C0007,56.0,,2023-10-01,96.0,4.7
Call_8053,C0011,80.0,,2023-10-01,128.0,3.7
Call_8054,C0008,131.0,,2023-10-01,69.0,4.7
Call_8055,C0008,109.0,,2023-10-01,44.0,4.6
Call_8056,C0007,142.0,,2023-10-01,44.0,4.8
Call_8057,C0009,114.0,,2023-10-02,135.0,2.0
Call_8058,C0014,93.0,,2023-10-02,45.0,3.9
Call_8059,C0001,43.0,,2023-10-02,87.0,3.0
Call_8060,C0002,78.0,,2023-10-03,84.0,4.6
Call_8061,C0009,89.0,,2023-10-03,81.0,3.8
Call_8062,C0007,82.0,,2023-10-03,130.0,4.4
Call_8063,C0011,86.0,,2023-10-04,92.0,2.4
Call_8064,C0012,57.0,,2023-10-04,48.0,4.5
Call_8065,C0014,103.0,,2023-10-04,160.0,4.5
Call_8066,C0013,138.0,,2023-10-05,155.0,2.7
Call_8067,C0010,88.0,,2023-10-05,100.0,4.9
Call_8068,C0009,118.0,,2023-10-05,56.0,3.7
Call_8069,C0011,4.0,,2023-10-05,170.0,3.9
Call_8070,C0001,78.0,,2023-10-06,74.0,3.5
Call_8071,C0006,69.0,,2023-10-06,99.0,2.7
Call_8072,C0007,90.0,,2023-10-06,84.0,3.9
Call_8073,C0006,134.0,,2023-10-06,35.0,3.4
Call_8074,C0004,65.0,,2023-10-06,150.0,5.0
Call_8075,C0005,54.0,,2023-10-07,176.0,4.4
Call_8076,C0005,90.0,,2023-10-07,84.0,4.3
Call_8077,C0007,66.0,,2023-10-07,136.0,4.7
Call_8078,C0011,150.0,,2023-10-08,70.0,4.1
Call_8079,C0002,18.0,,2023-10-08,96.0,4.8
Call_8080,C0005,87.0,,2023-10-08,23.0,4.2
Call_8081,C0013,94.0,,2023-10-09,120.0,3.4
Call_8082,C0012,56.0,,2023-10-09,205.0,3.3
Call_8083,C0009,41.0,,2023-10-10,42.0,3.8
Call_8084,C0011,119.0,,2023-10-10,111.0,3.9
Call_8085,C0014,108.0,,2023-10-10,68.0,2.5
Call_8086,C0001,63.0,,2023-10-10,172.0,4.9
Call_8087,C0015,59.0,,2023-10-10,152.0,4.8
Call_8088,C0015,90.0,,2023-10-10,48.0,4.7
Call_8089,C0010,55.0,,2023-10-10,25.0,4.7
Call_8090,C0014,84.0,,2023-10-11,54.0,3.3
Call_8091,C0014,150.0,,2023-10-11,108.0,4.7
Call_8092,C0008,69.0,,2023-10-11,36.0,4.5
Call_8093,C0003,120.0,,2023-10-12,140.0,4.6
Call_8094,C0005,126.0,,2023-10-12,50.0,4.8
Call_8095,C0008,120.0,,2023-10-12,195.0,4.3
Call_8096,C0005,139.0,,2023-10-13,48.0,4.7
Call_8097,C0010,124.0,,2023-10-14,29.0,4.8
Call_8098,C0003,108.0,,2023-10-14,44.0,4.7
Call_8099,C0004,132.0,,2023-10-14,140.0,4.3
Call_8100,C0001,67.0,,2023-10-14,105.0,3.8
Call_8101,C0007,125.0,,2023-10-14,82.0,4.6
Call_8102,C0003,23.0,,2023-10-14,24.0,2.9
Call_8103,C0011,131.0,,2023-10-15,205.0,4.8
Call_8104,C0004,56.0,,2023-10-15,225.0,4.9
Call_8105,C0011,70.0,,2023-10-15,50.0,3.4
Call_8106,C0011,55.0,,2023-10-15,80.0,4.3
Call_8107,C0007,77.0,,2023-10-15,78.0,3.9
Call_8108,C0014,133.0,,2023-10-16,40.0,3.9
Call_8109,C0007,77.0,,2023-10-16,176.0,1.5
Call_8110,C0015,103.0,,2023-10-16,78.0,3.0
Call_8111,C0008,32.0,,2023-10-16,42.0,4.2
Call_8112,C0014,30.0,,2023-10-16,38.0,3.7
Call_8113,C0005,87.0,,2023-10-16,27.0,4.2
Call_8114,C0007,137.0,,2023-10-17,45.0,4.4
Call_8115,C0013,96.0,,2023-10-17,215.0,4.0
Call_8116,C0010,155.0,,2023-10-18,72.0,4.7
Call_8117,C0014,173.0,,2023-10-18,160.0,2.8
Call_8118,C0010,127.0,,2023-10-18,165.0,2.5
Call_8119,C0004,117.0,,2023-10-18,120.0,3.4
Call_8120,C0003,133.0,,2023-10-18,117.0,4.8
Call_8121,C0002,166.0,,2023-10-19,29.0,4.3
Call_8122,C0003,50.0,,2023-10-19,64.0,4.5
Call_8123,C0015,43.0,,2023-10-19,84.0,3.6
Call_8124,C0013,124.0,,2023-10-19,42.0,3.7
Call_8125,C0014,94.0,,2023-10-19,120.0,3.5
Call_8126,C0015,126.0,,2023-10-20,80.0,4.7
Call_8127,C0002,105.0,,2023-10-20,185.0,3.5
Call_8128,C0011,60.0,,2023-10-21,135.0,3.9
Call_8129,C0011,72.0,,2023-10-21,20.0,4.8
Call_8130,C0012,40.0,,2023-10-21,31.0,4.0
Call_8131,C0008,54.0,,2023-10-22,120.0,4.7
Call_8132,C0004,81.0,,2023-10-22,117.0,3.6
Call_8133,C0008,76.0,,2023-10-22,80.0,4.5
Call_8134,C0008,37.0,,2023-10-23,117.0,4.0
Call_8135,C0002,96.0,,2023-10-23,60.0,4.5
Call_8136,C0011,19.0,,2023-10-24,58.0,3.9
Call_8137,C0012,72.0,,2023-10-24,41.0,4.3
Call_8138,C0014,73.0,,2023-10-24,180.0,3.6
Call_8139,C0001,87.0,,2023-10-24,42.0,3.6
Call_8140,C0001,68.0,,2023-10-25,24.0,4.0
Call_8141,C0012,101.0,,2023-10-25,125.0,4.2
Call_8142,C0012,107.0,,2023-10-26,78.0,4.3
Call_8143,C0009,109.0,,2023-10-26,180.0,3.8
Call_8144,C0013,171.0,,2023-10-26,84.0,4.4
Call_8145,C0011,21.0,,2023-10-26,26.0,4.7
Call_8146,C0004,94.0,,2023-10-27,140.0,3.6
Call_8147,C0014,97.0,,2023-10-27,31.0,2.2
Call_8148,C0002,72.0,,2023-10-27,108.0,4.8
Call_8149,C0013,143.0,,2023-10-28,58.0,4.3
Call_8150,C0013,64.0,,2023-10-28,185.0,2.2
Call_8151,C0013,69.0,,2023-10-28,40.0,4.8
Call_8152,C0013,18.0,,2023-10-28,225.0,2.6
Call_8153,C0014,100.0,,2023-10-28,150.0,2.6
Call_8154,C0010,110.0,,2023-10-29,88.0,3.4
Call_8155,C0006,41.0,,2023-10-29,140.0,3.7
Call_8156,C0010,147.0,,2023-10-29,68.0,2.1
Call_8157,C0004,31.0,,2023-10-30,105.0,3.6
Call_8158,C0001,142.0,,2023-10-30,40.0,3.8
Call_8159,C0009,61.0,,2023-10-30,82.0,3.1
Call_8160,C0003,86.0,,2023-10-31,90.0,4.4
Call_8161,C0005,165.0,,2023-11-01,66.0,4.8
Call_8162,C0008,62.0,,2023-11-01,78.0,3.5
Call_8163,C0014,103.0,,2023-11-02,66.0,4.4
Call_8164,C0001,56.0,,2023-11-03,160.0,3.8
Call_8165,C0012,114.0,,2023-11-04,144.0,3.8
Call_8166,C0001,112.0,,2023-11-04,200.0,4.6
Call_8167,C0007,52.0,,2023-11-06,220.0,5.0
Call_8168,C0014,105.0,,2023-11-07,112.0,3.2
Call_8169,C0005,91.0,,2023-11-07,110.0,3.7
Call_8170,C0015,74.0,,2023-11-08,160.0,2.7
Call_8171,C0015,30.0,,2023-11-08,84.0,4.0
Call_8172,C0005,56.0,,2023-11-08,124.0,2.6
Call_8173,C0015,151.0,,2023-11-08,84.0,4.6
Call_8174,C0004,108.0,,2023-11-09,130.0,2.7
Call_8175,C0012,124.0,,2023-11-09,215.0,3.5
Call_8176,C0014,110.0,,2023-11-10,132.0,3.6
Call_8177,C0010,89.0,,2023-11-10,88.0,4.9
Call_8178,C0003,95.0,,2023-11-10,140.0,3.9
Call_8179,C0015,84.0,,2023-11-11,66.0,4.7
Call_8180,C0002,89.0,,2023-11-11,23.0,4.5
Call_8181,C0010,146.0,,2023-11-12,220.0,4.5
Call_8182,C0013,62.0,,2023-11-13,175.0,4.4
Call_8183,C0001,82.0,,2023-11-13,172.0,4.1
Call_8184,C0009,91.0,,2023-11-13,108.0,3.8
Call_8185,C0002,39.0,,2023-11-14,43.0,4.2
Call_8186,C0010,149.0,,2023-11-14,44.0,2.2
Call_8187,C0001,138.0,,2023-11-14,105.0,3.9
Call_8188,C0013,113.0,,2023-11-15,34.0,3.9
Call_8189,C0011,88.0,,2023-11-15,220.0,4.1
Call_8190,C0003,64.0,,2023-11-15,225.0,4.6
Call_8191,C0005,53.0,,2023-11-16,37.0,4.1
Call_8192,C0012,63.0,,2023-11-16,44.0,5.0
Call_8193,C0007,54.0,,2023-11-17,35.0,2.8
Call_8194,C0012,54.0,,2023-11-17,145.0,2.7
Call_8195,C0010,71.0,,2023-11-17,64.0,3.9
Call_8196,C0012,93.0,,2023-11-18,185.0,4.3
Call_8197,C0014,96.0,,2023-11-18,215.0,2.5
Call_8198,C0002,31.0,,2023-11-18,88.0,3.4
Call_8199,C0012,107.0,,2023-11-18,23.0,3.4
